"date","allgender_allage","male_allage","female_allage","nogender_allage","allgender_0","allgender_20","allgender_30","allgender_40","allgender_50","allgender_60","allgender_70","allgender_80","allgender_noage","male_0","male_20","male_30","male_40","male_50","male_60","male_70","male_80","male_noage","female_0","female_20","female_30","female_40","female_50","female_60","female_70","female_80","female_noage","nogender_0","nogender_20","nogender_30","nogender_40","nogender_50","nogender_60","nogender_70","nogender_80","nogender_noage","events","event_tags","temperature_avg","temperature_max","temperature_min","rainfall","sunshine"
"2024/12/17","1263","146","233","884","25","83","111","88","53","19","0","0","884","4","29","42","32","24","15","0","0","0","21","54","69","56","29","4","0","0","0","0","0","0","0","0","0","0","0","884","【12/10～ 1/9開催】藤原印刷 自分で本をつくる展 - 本をつくることは、意外と近くに -|【12/17開催】図書館リサイクル本バザー|【12/17開催】桜城橋月待会","乙川河川緑地|康生通り・連尺通り・二七市通り|りぶらエリア|桜城橋","5.9","11.6","-1.2","0.0","8.1"
"2024/12/18","1186","147","224","815","19","74","99","101","57","20","1","0","815","5","32","33","37","27","13","0","0","0","14","42","66","64","30","7","1","0","0","0","0","0","0","0","0","0","0","815","【12/10～ 1/9開催】藤原印刷 自分で本をつくる展 - 本をつくることは、意外と近くに -","乙川河川緑地|康生通り・連尺通り・二七市通り","3.8","10.3","-1.8","0.0","6.8"
"2024/12/19","1364","150","223","991","19","61","123","102","56","12","0","0","991","6","24","53","36","23","8","0","0","0","13","37","70","66","33","4","0","0","0","0","0","0","0","0","0","0","0","991","【12/10～ 1/9開催】藤原印刷 自分で本をつくる展 - 本をつくることは、意外と近くに -","乙川河川緑地|康生通り・連尺通り・二七市通り","3.4","10.2","-2.9","0.0","8.8"
"2024/12/20","1368","155","235","978","29","86","106","88","59","20","2","0","978","9","29","39","32","30","16","0","0","0","20","57","67","56","29","4","2","0","0","0","0","0","0","0","0","0","0","978","【12/10～ 1/9開催】藤原印刷 自分で本をつくる展 - 本をつくることは、意外と近くに -","乙川河川緑地|康生通り・連尺通り・二七市通り","3.1","9.2","-3.8","0.0","5.8"
"2024/12/21","1341","215","233","893","30","108","137","102","57","14","0","0","893","16","53","60","46","31","9","0","0","0","14","55","77","56","26","5","0","0","0","0","0","0","0","0","0","0","0","893","【12/7、12/21、12/28開催】Let it Camp|【12/10～ 1/9開催】藤原印刷 自分で本をつくる展 - 本をつくることは、意外と近くに -|【12/7、12/21開催】新鮮野菜の朝市","乙川河川緑地|康生通り・連尺通り・二七市通り","3.5","8.5","-2.3","0.0","0.5"
"2024/12/22","1336","181","236","919","42","93","121","93","60","7","1","0","919","15","46","54","34","26","6","0","0","0","27","47","67","59","34","1","1","0","0","0","0","0","0","0","0","0","0","919","【12/10～ 1/9開催】藤原印刷 自分で本をつくる展 - 本をつくることは、意外と近くに -","乙川河川緑地|康生通り・連尺通り・二七市通り","5.3","9.2","1.7","0.0","4.1"
"2024/12/23","1226","110","160","956","31","45","68","66","46","14","0","0","956","8","20","20","30","21","11","0","0","0","23","25","48","36","25","3","0","0","0","0","0","0","0","0","0","0","0","956","【12/23開催】「つながる会議」と「みんなのこども食堂」|【12/10～ 1/9開催】藤原印刷 自分で本をつくる展 - 本をつくることは、意外と近くに -","乙川河川緑地|東岡崎駅周辺エリア|康生通り・連尺通り・二七市通り","3.8","7.5","-2.2","0.0","3.8"
"2024/12/24","1330","160","213","957","31","61","102","99","63","16","1","0","957","12","23","42","40","30","12","1","0","0","19","38","60","59","33","4","0","0","0","0","0","0","0","0","0","0","0","957","【12/10～ 1/9開催】藤原印刷 自分で本をつくる展 - 本をつくることは、意外と近くに -","乙川河川緑地|康生通り・連尺通り・二七市通り","5.7","9.9","0.5","0.0","6.7"
"2024/12/25","1362","141","235","986","34","65","99","97","61","18","2","0","986","8","24","34","36","26","12","1","0","0","26","41","65","61","35","6","1","0","0","0","0","0","0","0","0","0","0","986","【12/10～ 1/9開催】藤原印刷 自分で本をつくる展 - 本をつくることは、意外と近くに -","乙川河川緑地|康生通り・連尺通り・二七市通り","4.2","11.2","-3.1","0.0","7.5"
"2024/12/26","1313","176","221","916","35","87","94","101","61","19","0","0","916","6","38","39","42","35","16","0","0","0","29","49","55","59","26","3","0","0","0","0","0","0","0","0","0","0","0","916","【12/10～ 1/9開催】藤原印刷 自分で本をつくる展 - 本をつくることは、意外と近くに -","乙川河川緑地|康生通り・連尺通り・二七市通り","7.6","12.0","2.9","0.0","2.9"
"2024/12/27","1495","208","229","1058","28","96","125","103","58","25","2","0","1058","7","55","47","49","33","17","0","0","0","21","41","78","54","25","8","2","0","0","0","0","0","0","0","0","0","0","1058","【12/10～ 1/9開催】藤原印刷 自分で本をつくる展 - 本をつくることは、意外と近くに -","乙川河川緑地|康生通り・連尺通り・二七市通り","6.8","10.6","3.0","0.0","5.9"
"2024/12/28","1449","206","195","1048","33","91","119","83","58","16","1","0","1048","11","43","58","43","40","11","0","0","0","22","48","61","40","18","5","1","0","0","0","0","0","0","0","0","0","0","1048","【12/7、12/21、12/28開催】Let it Camp|【12/10～ 1/9開催】藤原印刷 自分で本をつくる展 - 本をつくることは、意外と近くに -|【12/28開催】額田の森に思いをはせて「桜城橋ふき」vol.52|【12/14、12/28開催】籠田公園清掃","乙川河川緑地|康生通り・連尺通り・二七市通り|桜城橋|籠田公園","5.2","9.5","0.1","0.0","5.3"
"2024/12/29","1217","198","210","809","40","98","132","81","43","13","1","0","809","12","54","61","40","22","8","1","0","0","28","44","71","41","21","5","0","0","0","0","0","0","0","0","0","0","0","809","【12/10～ 1/9開催】藤原印刷 自分で本をつくる展 - 本をつくることは、意外と近くに -","乙川河川緑地|康生通り・連尺通り・二七市通り","3.8","8.9","-2.8","0.0","4.3"
"2024/12/30","1498","224","262","1012","42","102","140","107","69","24","2","0","1012","17","45","53","53","36","18","2","0","0","25","57","87","54","33","6","0","0","0","0","0","0","0","0","0","0","0","1012","【12/10～ 1/9開催】藤原印刷 自分で本をつくる展 - 本をつくることは、意外と近くに -","乙川河川緑地|康生通り・連尺通り・二七市通り","2.9","9.9","-3.1","0.0","6.2"
"2024/12/31","911","154","170","587","29","57","87","85","50","16","0","0","587","10","25","36","46","29","8","0","0","0","19","32","51","39","21","8","0","0","0","0","0","0","0","0","0","0","0","587","【12/10～ 1/9開催】藤原印刷 自分で本をつくる展 - 本をつくることは、意外と近くに -","乙川河川緑地|康生通り・連尺通り・二七市通り","4.9","12.9","-1.6","0.0","2.9"
"2025/01/01","805","129","158","518","24","57","74","75","48","9","0","0","518","11","21","28","33","28","8","0","0","0","13","36","46","42","20","1","0","0","0","0","0","0","0","0","0","0","0","518","【1/1開催】第5回桜城橋初日の出ラジオ体操会|【12/10～ 1/9開催】藤原印刷 自分で本をつくる展 - 本をつくることは、意外と近くに -","乙川河川緑地|康生通り・連尺通り・二七市通り|桜城橋","4.9","9.9","0.7","0.0","9.0"
"2025/01/02","714","126","126","462","19","42","75","67","35","13","1","0","462","6","15","39","35","21","10","0","0","0","13","27","36","32","14","3","1","0","0","0","0","0","0","0","0","0","0","462","【12/10～ 1/9開催】藤原印刷 自分で本をつくる展 - 本をつくることは、意外と近くに -","乙川河川緑地|康生通り・連尺通り・二七市通り","6.4","12.5","-1.3","0.0","5.9"
"2025/01/03","1140","212","196","732","26","99","121","102","41","18","1","0","732","11","47","59","50","31","13","1","0","0","15","52","62","52","10","5","0","0","0","0","0","0","0","0","0","0","0","732","【12/10～ 1/9開催】藤原印刷 自分で本をつくる展 - 本をつくることは、意外と近くに -","乙川河川緑地|康生通り・連尺通り・二七市通り","6.1","10.9","0.9","0.0","5.3"
"2025/01/04","1738","251","285","1202","42","124","166","141","53","10","0","0","1202","12","57","63","78","32","9","0","0","0","30","67","103","63","21","1","0","0","0","0","0","0","0","0","0","0","0","1202","【1/4、1/18、1/25開催】Let it Camp|【12/10～ 1/9開催】藤原印刷 自分で本をつくる展 - 本をつくることは、意外と近くに -","乙川河川緑地|康生通り・連尺通り・二七市通り","4.5","9.4","-1.0","0.0","8.1"
