"date","allgender_allage","male_allage","female_allage","nogender_allage","allgender_0","allgender_20","allgender_30","allgender_40","allgender_50","allgender_60","allgender_70","allgender_80","allgender_noage","male_0","male_20","male_30","male_40","male_50","male_60","male_70","male_80","male_noage","female_0","female_20","female_30","female_40","female_50","female_60","female_70","female_80","female_noage","nogender_0","nogender_20","nogender_30","nogender_40","nogender_50","nogender_60","nogender_70","nogender_80","nogender_noage","events","event_tags","temperature_avg","temperature_max","temperature_min","rainfall","sunshine"
"2024/09/11","1487","129","168","1190","36","109","105","34","12","1","0","0","1190","8","44","56","13","7","1","0","0","0","28","65","49","21","5","0","0","0","0","0","0","0","0","0","0","0","0","1190","","","28.8","34.2","24.1","0.0","10.0"
"2024/09/12","1221","95","158","968","35","86","68","49","14","1","0","0","968","3","33","25","27","6","1","0","0","0","32","53","43","22","8","0","0","0","0","0","0","0","0","0","0","0","0","968","","","28.9","35.1","24.5","0.0","9.7"
"2024/09/13","1243","87","118","1038","34","58","54","40","11","8","0","0","1038","7","24","23","22","5","6","0","0","0","27","34","31","18","6","2","0","0","0","0","0","0","0","0","0","0","0","1038","","","28.5","34.9","24.8","0.0","9.8"
"2024/09/14","1957","167","214","1576","44","126","127","62","19","3","0","0","1576","11","49","63","34","7","3","0","0","0","33","77","64","28","12","0","0","0","0","0","0","0","0","0","0","0","0","1576","【9/14、9/28開催】籠田公園清掃|【9/14開催】おとがわリバークリーン","乙川河川緑地|籠田公園","27.7","33.8","23.6","10.0","6.2"
"2024/09/15","1646","158","192","1296","36","112","126","53","18","4","1","0","1296","14","45","61","24","10","4","0","0","0","22","67","65","29","8","0","1","0","0","0","0","0","0","0","0","0","0","1296","","","27.7","32.6","24.8","16.5","3.8"
"2024/09/16","1320","122","196","1002","46","108","93","46","22","3","0","0","1002","12","35","38","24","11","2","0","0","0","34","73","55","22","11","1","0","0","0","0","0","0","0","0","0","0","0","1002","","","28.6","33.6","25.8","0.0","6.5"
"2024/09/17","1358","73","120","1165","35","58","67","25","5","3","0","0","1165","10","18","28","12","4","1","0","0","0","25","40","39","13","1","2","0","0","0","0","0","0","0","0","0","0","0","1165","【9/17開催】桜城橋月待会（中秋の名月鑑賞会）|【9/17開催】図書館リサイクル本バザー","乙川河川緑地|りぶらエリア|桜城橋","28.7","34.4","25.0","0.0","8.3"
"2024/09/18","1544","106","178","1260","23","73","114","56","17","1","0","0","1260","5","33","41","22","4","1","0","0","0","18","40","73","34","13","0","0","0","0","0","0","0","0","0","0","0","0","1260","","","29.2","36.0","24.5","0.0","10.7"
"2024/09/19","1230","97","176","957","32","78","107","44","11","1","0","0","957","3","28","44","17","4","1","0","0","0","29","50","63","27","7","0","0","0","0","0","0","0","0","0","0","0","0","957","","","30.1","36.6","25.0","0.0","8.7"
"2024/09/20","1387","91","136","1160","22","74","84","28","15","4","0","0","1160","10","22","29","17","11","2","0","0","0","12","52","55","11","4","2","0","0","0","0","0","0","0","0","0","0","0","1160","","","29.6","36.8","24.0","0.0","11.1"
"2024/09/21","2180","179","229","1772","44","148","142","55","16","3","0","0","1772","16","52","62","38","9","2","0","0","0","28","96","80","17","7","1","0","0","0","0","0","0","0","0","0","0","0","1772","【9/21、9/22開催】丘の途中のマーケット|【9/7、9/21開催】新鮮野菜の朝市","中央緑道|籠田公園|乙川河川緑地","29.2","35.1","25.8","0.0","6.9"
"2024/09/22","1623","75","132","1416","60","65","44","23","10","4","1","0","1416","12","23","21","11","4","4","0","0","0","48","42","23","12","6","0","1","0","0","0","0","0","0","0","0","0","0","1416","【9/21、9/22開催】丘の途中のマーケット","中央緑道|籠田公園","26.6","31.7","24.0","7.5","0.5"
"2024/09/23","2104","126","275","1703","38","108","173","59","20","3","0","0","1703","5","34","54","22","9","2","0","0","0","33","74","119","37","11","1","0","0","0","0","0","0","0","0","0","0","0","1703","","","24.5","29.8","20.2","0.0","10.4"
"2024/09/24","1674","120","241","1313","56","128","103","55","14","5","0","0","1313","7","33","39","31","6","4","0","0","0","49","95","64","24","8","1","0","0","0","0","0","0","0","0","0","0","0","1313","","","23.5","28.9","19.0","0.0","5.7"
"2024/09/25","1161","96","120","945","63","69","55","17","10","2","0","0","945","12","31","35","11","5","2","0","0","0","51","38","20","6","5","0","0","0","0","0","0","0","0","0","0","0","0","945","","","24.0","29.2","18.0","0.0","4.7"
"2024/09/26","1422","99","207","1116","35","101","108","40","16","6","0","0","1116","3","32","41","13","7","3","0","0","0","32","69","67","27","9","3","0","0","0","0","0","0","0","0","0","0","0","1116","","","25.3","31.2","20.8","0.0","7.6"
"2024/09/27","1158","109","146","903","37","89","71","30","24","4","0","0","903","9","32","40","11","13","4","0","0","0","28","57","31","19","11","0","0","0","0","0","0","0","0","0","0","0","0","903","","","25.2","29.6","22.7","1.0","0.2"
"2024/09/28","1123","56","73","994","34","49","20","16","6","4","0","0","994","8","18","12","11","3","4","0","0","0","26","31","8","5","3","0","0","0","0","0","0","0","0","0","0","0","0","994","【9/28開催】額田の森に思いをはせて「桜城橋ふき」vol.49|【9/14、9/28開催】籠田公園清掃","乙川河川緑地|籠田公園|桜城橋","24.0","27.5","22.8","11.5","0.0"
"2024/09/29","1617","140","191","1286","92","113","65","34","20","7","0","0","1286","17","41","42","20","14","6","0","0","0","75","72","23","14","6","1","0","0","0","0","0","0","0","0","0","0","0","1286","【9/29開催】FIELD DISCOVERY GAME in OKAZAKI","籠田公園","23.6","26.7","21.6","0.0","0.0"
"2024/09/30","1128","98","113","917","25","65","64","39","16","2","0","0","917","8","35","21","20","12","2","0","0","0","17","30","43","19","4","0","0","0","0","0","0","0","0","0","0","0","0","917","","","23.7","28.7","20.5","0.0","3.1"
"2024/10/01","1320","89","96","1135","16","47","59","42","15","5","1","0","1135","6","23","22","25","10","3","0","0","0","10","24","37","17","5","2","1","0","0","0","0","0","0","0","0","0","0","1135","【10/1開催】BIO marche オトマルシェ","乙川河川緑地|東岡崎駅周辺エリア","25.2","32.2","18.6","0.0","11.1"
"2024/10/02","1214","83","125","1006","16","62","57","54","16","3","0","0","1006","8","21","20","24","8","2","0","0","0","8","41","37","30","8","1","0","0","0","0","0","0","0","0","0","0","0","1006","","","24.2","31.9","18.0","0.0","10.6"
"2024/10/03","489","17","21","451","15","15","3","3","1","1","0","0","451","4","8","2","2","0","1","0","0","0","11","7","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","451","","","23.8","25.9","21.0","58.5","0.0"
"2024/10/04","721","35","64","622","18","28","31","13","5","4","0","0","622","5","8","11","5","2","4","0","0","0","13","20","20","8","3","0","0","0","0","0","0","0","0","0","0","0","0","622","","","23.9","27.7","21.2","13.0","0.0"
"2024/10/05","1823","147","195","1481","44","98","109","62","27","0","2","0","1481","13","40","48","30","14","0","2","0","0","31","58","61","32","13","0","0","0","0","0","0","0","0","0","0","0","0","1481","【10/5、10/19開催】新鮮野菜の朝市","乙川河川緑地","22.8","28.5","19.2","6.0","4.8"
"2024/10/06","1592","168","188","1236","43","111","118","43","35","6","0","0","1236","11","44","61","26","21","5","0","0","0","32","67","57","17","14","1","0","0","0","0","0","0","0","0","0","0","0","1236","【10/6開催】ANGLE OPEN DAY vol.7","康生通り・連尺通り・二七市通り","23.8","28.4","20.9","1.0","3.2"
"2024/10/07","939","56","119","764","30","70","44","21","9","1","0","0","764","5","16","20","11","3","1","0","0","0","25","54","24","10","6","0","0","0","0","0","0","0","0","0","0","0","0","764","","","24.2","29.7","21.2","9.0","2.9"
"2024/10/08","908","27","34","847","16","19","15","7","4","0","0","0","847","4","14","6","1","2","0","0","0","0","12","5","9","6","2","0","0","0","0","0","0","0","0","0","0","0","0","847","","","21.6","24.9","17.7","10.5","0.3"
"2024/10/09","889","41","87","761","19","50","28","20","8","3","0","0","761","5","9","11","8","6","2","0","0","0","14","41","17","12","2","1","0","0","0","0","0","0","0","0","0","0","0","761","","","18.5","23.6","15.8","31.0","2.3"
"2024/10/10","1429","93","176","1160","32","111","67","33","21","5","0","0","1160","4","30","29","15","12","3","0","0","0","28","81","38","18","9","2","0","0","0","0","0","0","0","0","0","0","0","1160","","","18.8","25.9","14.1","0.0","6.3"
"2024/10/11","1727","121","265","1341","39","144","128","55","18","2","0","0","1341","6","42","40","25","8","0","0","0","0","33","102","88","30","10","2","0","0","0","0","0","0","0","0","0","0","0","1341","","","18.4","26.2","12.9","0.0","8.7"
"2024/10/12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","【10/12開催】偶偶朝市|【10/12、10/13開催】OUTBACK GARAGE MARKET in OKAZAKI Vol.5|【10/12～10/20開催】乙川ふむふむ博物館 一つの川を舞台にしたつながりの物語展|【10/12、10/26開催】籠田公園清掃|【10/12開催】おとがわリバークリーン","中央緑道|籠田公園|乙川河川緑地","19.4","27.6","13.1","0.0","10.8"
"2024/10/13","3963","326","685","2952","60","327","420","163","38","3","0","0","2952","19","103","128","64","12","0","0","0","0","41","224","292","99","26","3","0","0","0","0","0","0","0","0","0","0","0","2952","【10/13開催】スコシズツ.マーケット|【10/12、10/13開催】OUTBACK GARAGE MARKET in OKAZAKI Vol.5|【10/12～10/20開催】乙川ふむふむ博物館 一つの川を舞台にしたつながりの物語展","乙川河川緑地|中央緑道|籠田公園","20.2","28.1","14.0","0.0","10.1"
"2024/10/14","3343","238","466","2639","69","212","268","110","41","4","0","0","2639","18","68","84","43","22","3","0","0","0","51","144","184","67","19","1","0","0","0","0","0","0","0","0","0","0","0","2639","【10/12～10/20開催】乙川ふむふむ博物館 一つの川を舞台にしたつながりの物語展","乙川河川緑地|中央緑道","20.2","27.6","14.3","0.0","10.1"
"2024/10/15","1488","93","200","1195","68","96","70","32","24","3","0","0","1195","10","25","24","15","17","2","0","0","0","58","71","46","17","7","1","0","0","0","0","0","0","0","0","0","0","0","1195","【10/15開催】図書館リサイクル本バザー|【10/12～10/20開催】乙川ふむふむ博物館 一つの川を舞台にしたつながりの物語展","乙川河川緑地|中央緑道|りぶらエリア","21.4","27.7","15.5","0.5","2.9"
"2024/10/16","1011","76","103","832","23","61","41","28","17","9","0","0","832","5","22","17","13","11","8","0","0","0","18","39","24","15","6","1","0","0","0","0","0","0","0","0","0","0","0","832","【10/12～10/20開催】乙川ふむふむ博物館 一つの川を舞台にしたつながりの物語展","乙川河川緑地|中央緑道","21.9","26.7","19.3","0.5","0.4"
"2024/10/17","1252","98","146","1008","35","84","72","36","14","3","0","0","1008","9","28","31","19","8","3","0","0","0","26","56","41","17","6","0","0","0","0","0","0","0","0","0","0","0","0","1008","【10/17開催】桜城橋月待会|【10/12～10/20開催】乙川ふむふむ博物館 一つの川を舞台にしたつながりの物語展","乙川河川緑地|中央緑道|桜城橋","23.1","29.3","18.4","0.0","7.7"
"2024/10/18","1159","88","127","944","36","63","55","38","19","4","0","0","944","6","23","28","16","11","4","0","0","0","30","40","27","22","8","0","0","0","0","0","0","0","0","0","0","0","0","944","【10/12～10/20開催】乙川ふむふむ博物館 一つの川を舞台にしたつながりの物語展","乙川河川緑地|中央緑道","23.4","27.2","20.5","0.0","0.0"
"2024/10/19","1338","89","79","1170","38","57","33","24","11","5","0","0","1170","9","30","18","17","10","5","0","0","0","29","27","15","7","1","0","0","0","0","0","0","0","0","0","0","0","0","1170","【10/19、10/20開催】AUTUMN EVENT 川ぐらし|【10/19、10/20開催】SOUL FOOD JAM VOL.36『第三回肉三昧 in 岡崎』|【10/12～10/20開催】乙川ふむふむ博物館 一つの川を舞台にしたつながりの物語展|【10/5、10/19開催】新鮮野菜の朝市","乙川河川緑地|中央緑道","23.5","29.5","20.5","3.0","2.3"
"2024/10/20","1742","96","169","1477","88","88","52","25","10","2","0","0","1477","18","36","20","15","7","0","0","0","0","70","52","32","10","3","2","0","0","0","0","0","0","0","0","0","0","0","1477","【10/19、10/20開催】AUTUMN EVENT 川ぐらし|【10/19、10/20開催】SOUL FOOD JAM VOL.36『第三回肉三昧 in 岡崎』|【10/12～10/20開催】乙川ふむふむ博物館 一つの川を舞台にしたつながりの物語展","乙川河川緑地|中央緑道","18.0","20.5","14.6","0.0","0.6"
"2024/10/21","1744","113","138","1493","31","64","77","54","19","6","0","0","1493","6","29","39","27","10","2","0","0","0","25","35","38","27","9","4","0","0","0","0","0","0","0","0","0","0","0","1493","","","17.1","24.1","10.2","0.0","9.7"
"2024/10/22","1337","62","109","1166","26","64","39","26","14","2","0","0","1166","4","17","17","15","9","0","0","0","0","22","47","22","11","5","2","0","0","0","0","0","0","0","0","0","0","0","1166","","","19.6","26.7","10.5","0.0","4.7"
"2024/10/23","620","36","36","548","12","18","19","14","7","2","0","0","548","1","9","12","9","3","2","0","0","0","11","9","7","5","4","0","0","0","0","0","0","0","0","0","0","0","0","548","","","23.0","26.2","20.6","10.0","0.0"
"2024/10/24","1193","74","143","976","32","81","59","28","12","5","0","0","976","6","24","27","7","6","4","0","0","0","26","57","32","21","6","1","0","0","0","0","0","0","0","0","0","0","0","976","【10/24開催】家の民主化で共につくる、地方での豊かな暮らし","りぶらエリア","20.6","25.8","17.5","0.5","4.5"
"2024/10/25","1415","83","195","1137","60","92","71","31","18","6","0","0","1137","6","27","24","13","10","3","0","0","0","54","65","47","18","8","3","0","0","0","0","0","0","0","0","0","0","0","1137","","","20.0","25.3","16.3","1.0","4.4"
"2024/10/26","2259","157","237","1865","95","143","92","47","14","3","0","0","1865","20","51","49","25","9","3","0","0","0","75","92","43","22","5","0","0","0","0","0","0","0","0","0","0","0","0","1865","【10/26開催】ANGLE RUN CLUB vol.2|【10/26開催】感謝！！額田の森に思いをはせて「桜城橋ふき」vol.50|【10/12、10/26開催】籠田公園清掃","乙川河川緑地|康生通り・連尺通り・二七市通り|桜城橋|籠田公園","19.3","22.2","17.0","0.0","0.0"
"2024/10/27","2678","161","236","2281","121","135","77","39","21","4","0","0","2281","21","59","44","23","11","3","0","0","0","100","76","33","16","10","1","0","0","0","0","0","0","0","0","0","0","0","2281","","","20.0","24.3","16.0","0.0","0.5"
"2024/10/28","1295","104","129","1062","41","89","55","30","13","5","0","0","1062","12","36","25","19","8","4","0","0","0","29","53","30","11","5","1","0","0","0","0","0","0","0","0","0","0","0","1062","","","19.7","23.4","16.7","14.5","1.5"
"2024/10/29","720","15","29","676","18","15","8","2","1","0","0","0","676","6","5","3","1","0","0","0","0","0","12","10","5","1","1","0","0","0","0","0","0","0","0","0","0","0","0","676","","","16.6","17.9","16.0","34.5","0.0"
"2024/10/30","1289","75","186","1028","27","89","76","42","23","4","0","0","1028","7","19","25","13","10","1","0","0","0","20","70","51","29","13","3","0","0","0","0","0","0","0","0","0","0","0","1028","","","18.2","23.3","12.3","11.0","6.0"
"2024/10/31","1238","63","144","1031","33","64","46","43","16","5","0","0","1031","4","16","21","16","4","2","0","0","0","29","48","25","27","12","3","0","0","0","0","0","0","0","0","0","0","0","1031","","","16.2","22.4","10.5","0.0","4.8"
"2024/11/01","947","49","98","800","44","42","24","25","9","3","0","0","800","9","14","10","11","3","2","0","0","0","35","28","14","14","6","1","0","0","0","0","0","0","0","0","0","0","0","800","【11/1開催】BIO marche オトマルシェ","乙川河川緑地|東岡崎駅周辺エリア","19.5","24.3","15.1","9.5","1.2"
"2024/11/02","1035","47","40","948","18","19","21","20","8","1","0","0","948","4","7","13","14","8","1","0","0","0","14","12","8","6","0","0","0","0","0","0","0","0","0","0","0","0","0","948","【11/2、11/3開催】岡崎開市500年 2024岡崎城下家康公秋まつり・商工フェア","乙川河川緑地","19.7","25.0","17.7","40.0","0.0"
"2024/11/03","5142","407","517","4218","74","256","325","180","79","10","0","0","4218","26","93","144","88","51","5","0","0","0","48","163","181","92","28","5","0","0","0","0","0","0","0","0","0","0","0","4218","【11/2、11/3開催】岡崎開市500年 2024岡崎城下家康公秋まつり・商工フェア","乙川河川緑地","17.5","23.8","12.8","0.0","9.9"
"2024/11/04","1610","114","210","1286","55","110","99","46","11","3","0","0","1286","15","39","36","17","6","1","0","0","0","40","71","63","29","5","2","0","0","0","0","0","0","0","0","0","0","0","1286","","","17.9","24.4","12.8","0.0","8.8"
"2024/11/05","979","43","96","840","41","50","21","14","9","4","0","0","840","8","15","6","6","5","3","0","0","0","33","35","15","8","4","1","0","0","0","0","0","0","0","0","0","0","0","840","","","16.4","20.9","11.4","0.0","1.0"
"2024/11/06","1264","91","150","1023","20","73","91","36","19","2","0","0","1023","3","18","38","20","11","1","0","0","0","17","55","53","16","8","1","0","0","0","0","0","0","0","0","0","0","0","1023","","","16.4","21.8","10.2","0.0","8.9"
"2024/11/07","1057","66","131","860","22","60","60","26","25","4","0","0","860","4","21","22","9","6","4","0","0","0","18","39","38","17","19","0","0","0","0","0","0","0","0","0","0","0","0","860","","","12.5","16.9","8.4","0.0","9.8"
"2024/11/08","1148","54","142","952","49","59","47","23","12","6","0","0","952","3","11","14","15","9","2","0","0","0","46","48","33","8","3","4","0","0","0","0","0","0","0","0","0","0","0","952","","","9.9","16.0","6.3","0.0","1.3"
"2024/11/09","2049","124","266","1659","35","139","134","52","28","2","0","0","1659","11","39","38","23","11","2","0","0","0","24","100","96","29","17","0","0","0","0","0","0","0","0","0","0","0","0","1659","【11/9開催】偶偶朝市|【11/9、11/23開催】籠田公園清掃|【11/9開催】おとがわリバークリーン","中央緑道|籠田公園|乙川河川緑地","12.0","20.5","4.0","0.0","9.6"
"2024/11/10","1721","86","114","1521","60","61","43","25","9","2","0","0","1521","10","27","23","19","5","2","0","0","0","50","34","20","6","4","0","0","0","0","0","0","0","0","0","0","0","0","1521","","","15.0","20.3","8.9","0.0","1.9"
"2024/11/11","1085","52","105","928","15","62","43","27","6","4","0","0","928","4","17","16","8","3","4","0","0","0","11","45","27","19","3","0","0","0","0","0","0","0","0","0","0","0","0","928","","","17.5","24.6","13.1","7.5",""
"2024/11/12","1528","83","127","1318","37","65","62","29","17","0","0","0","1318","9","21","24","19","10","0","0","0","0","28","44","38","10","7","0","0","0","0","0","0","0","0","0","0","0","0","1318","","","17.5","24.5","12.5","0.0","5.6"
"2024/11/13","1142","67","121","954","30","65","46","34","9","3","1","0","954","11","17","22","9","5","2","1","0","0","19","48","24","25","4","1","0","0","0","0","0","0","0","0","0","0","0","954","","","15.8","22.9","9.4","0.0","9.6"
"2024/11/14","850","15","41","794","27","16","7","4","1","1","0","0","794","2","5","5","2","1","0","0","0","0","25","11","2","2","0","1","0","0","0","0","0","0","0","0","0","0","0","794","","","15.3","16.9","14.0","1.5","0.0"
"2024/11/15","1049","45","79","925","39","35","23","12","14","1","0","0","925","8","11","7","10","9","0","0","0","0","31","24","16","2","5","1","0","0","0","0","0","0","0","0","0","0","0","925","【11/15開催】R7年度乙川河川緑地利用者説明会（焚火トーク）","乙川河川緑地","16.5","19.9","14.0","1.0","0.3"
"2024/11/16","1178","16","35","1127","23","15","6","4","3","0","0","0","1127","3","7","2","2","2","0","0","0","0","20","8","4","2","1","0","0","0","0","0","0","0","0","0","0","0","0","1127","【11/16開催】桜城橋月待会|【11/16開催】新鮮野菜の朝市","乙川河川緑地|桜城橋","16.7","19.0","15.0","0.5","0.0"
"2024/11/17","2098","140","209","1749","37","101","121","60","23","7","0","0","1749","13","29","52","25","16","5","0","0","0","24","72","69","35","7","2","0","0","0","0","0","0","0","0","0","0","0","1749","【11/17開催】おとがわ サンデーヨガ","乙川河川緑地","18.7","24.3","13.4","0.0","7.9"
"2024/11/18","1219","83","169","967","31","74","81","44","21","1","0","0","967","5","22","33","13","9","1","0","0","0","26","52","48","31","12","0","0","0","0","0","0","0","0","0","0","0","0","967","","","14.8","19.1","9.2","0.0","9.2"
"2024/11/19","1156","54","116","986","47","42","40","21","17","3","0","0","986","6","15","16","11","6","0","0","0","0","41","27","24","10","11","3","0","0","0","0","0","0","0","0","0","0","0","986","【11/19開催】図書館リサイクル本バザー","りぶらエリア","10.2","13.6","6.3","0.0","3.7"
"2024/11/20","659","8","25","626","20","10","3","0","0","0","0","0","626","3","4","1","0","0","0","0","0","0","17","6","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","626","","","11.2","13.1","9.3","0.5","0.0"
"2024/11/21","1380","67","218","1095","37","100","84","48","14","2","0","0","1095","4","20","21","16","5","1","0","0","0","33","80","63","32","9","1","0","0","0","0","0","0","0","0","0","0","0","1095","","","12.1","18.1","6.1","0.0","8.9"
"2024/11/22","1209","79","163","967","45","83","57","32","22","3","0","0","967","9","17","27","14","11","1","0","0","0","36","66","30","18","11","2","0","0","0","0","0","0","0","0","0","0","0","967","","","12.0","17.5","4.6","0.0","5.9"
"2024/11/23","1950","136","284","1530","52","147","131","61","25","4","0","0","1530","17","35","49","24","9","2","0","0","0","35","112","82","37","16","2","0","0","0","0","0","0","0","0","0","0","0","1530","【11/23開催】星降る商店街|【11/23開催】額田の森に思いをはせて「桜城橋ふき」vol.51|【11/9、11/23開催】籠田公園清掃","乙川河川緑地|康生通り・連尺通り・二七市通り|桜城橋|籠田公園","10.8","14.4","8.2","0.0","8.9"
"2024/11/24","1721","130","264","1327","32","132","145","57","26","2","0","0","1327","8","42","48","20","11","1","0","0","0","24","90","97","37","15","1","0","0","0","0","0","0","0","0","0","0","0","1327","","","8.8","16.1","2.6","0.0","9.0"
"2024/11/25","1028","58","93","877","22","39","35","34","14","7","0","0","877","7","15","11","16","5","4","0","0","0","15","24","24","18","9","3","0","0","0","0","0","0","0","0","0","0","0","877","","","8.5","16.1","0.4","0.0","9.2"
"2024/11/26","549","10","27","512","13","13","3","7","1","0","0","0","512","2","3","2","3","0","0","0","0","0","11","10","1","4","1","0","0","0","0","0","0","0","0","0","0","0","0","512","","","14.8","19.1","9.6","52.5","0.0"
"2024/11/27","864","70","92","702","21","43","34","33","25","5","1","0","702","5","12","17","16","14","5","1","0","0","16","31","17","17","11","0","0","0","0","0","0","0","0","0","0","0","0","702","","","13.6","17.2","10.0","0.0","7.9"
"2024/11/28","1078","45","91","942","21","29","41","27","17","1","0","0","942","5","7","13","11","8","1","0","0","0","16","22","28","16","9","0","0","0","0","0","0","0","0","0","0","0","0","942","","","10.2","14.0","5.0","0.0","8.6"
"2024/11/29","1028","57","97","874","17","27","42","35","28","5","0","0","874","5","9","17","11","11","4","0","0","0","12","18","25","24","17","1","0","0","0","0","0","0","0","0","0","0","0","874","","","7.1","13.5","2.8","0.0","4.6"
"2024/11/30","1886","226","289","1371","48","124","164","84","65","29","1","0","1371","9","50","67","42","35","23","0","0","0","39","74","97","42","30","6","1","0","0","0","0","0","0","0","0","0","0","1371","","","7.8","12.6","1.5","0.0","4.1"
"2024/12/01","1896","227","217","1452","33","101","126","102","63","18","1","0","1452","15","38","66","57","35","15","1","0","0","18","63","60","45","28","3","0","0","0","0","0","0","0","0","0","0","0","1452","【12/1開催】BIO marche オトマルシェ","乙川河川緑地|東岡崎駅周辺エリア","9.3","15.4","4.6","0.0","9.0"
"2024/12/02","1473","195","213","1065","17","73","108","112","75","22","1","0","1065","10","32","34","54","47","18","0","0","0","7","41","74","58","28","4","1","0","0","0","0","0","0","0","0","0","0","1065","","","8.7","16.9","2.6","0.0","9.1"
"2024/12/03","1261","135","207","919","25","72","74","91","63","15","2","0","919","7","20","30","37","32","9","0","0","0","18","52","44","54","31","6","2","0","0","0","0","0","0","0","0","0","0","919","","","10.0","18.0","2.6","0.0","8.1"
"2024/12/04","1198","135","167","896","17","64","61","88","61","11","0","0","896","5","33","27","34","29","7","0","0","0","12","31","34","54","32","4","0","0","0","0","0","0","0","0","0","0","0","896","","","10.3","14.9","5.5","0.0","8.7"
"2024/12/05","1215","152","183","880","30","49","93","93","50","17","3","0","880","10","21","33","44","29","12","3","0","0","20","28","60","49","21","5","0","0","0","0","0","0","0","0","0","0","0","880","","","8.8","13.6","3.9","0.0","6.4"
"2024/12/06","1319","149","223","947","21","73","117","82","55","23","1","0","947","6","21","47","24","30","21","0","0","0","15","52","70","58","25","2","1","0","0","0","0","0","0","0","0","0","0","947","","","7.6","13.8","2.1","0.0","6.0"
"2024/12/07","1599","220","256","1123","40","112","116","112","81","14","1","0","1123","20","47","40","58","44","11","0","0","0","20","65","76","54","37","3","1","0","0","0","0","0","0","0","0","0","0","1123","【12/7、12/21、12/28開催】Let it Camp|【12/7、12/21開催】新鮮野菜の朝市","乙川河川緑地","6.9","12.5","1.2","0.0","4.2"
"2024/12/08","1443","208","205","1030","31","94","109","97","60","22","0","0","1030","12","42","60","48","31","15","0","0","0","19","52","49","49","29","7","0","0","0","0","0","0","0","0","0","0","0","1030","","","7.2","10.0","3.3","0.0","4.5"
"2024/12/09","1304","162","191","951","16","49","79","101","82","25","1","0","951","4","25","31","43","43","16","0","0","0","12","24","48","58","39","9","1","0","0","0","0","0","0","0","0","0","0","951","【12/9開催】Camping Office osoto 無料開放DAY","りぶらエリア","6.3","12.0","1.6","0.0","9.0"
"2024/12/10","1379","168","197","1014","34","76","95","80","64","15","1","0","1014","16","38","40","29","36","8","1","0","0","18","38","55","51","28","7","0","0","0","0","0","0","0","0","0","0","0","1014","【12/10～ 1/9開催】藤原印刷 自分で本をつくる展 - 本をつくることは、意外と近くに -","乙川河川緑地|康生通り・連尺通り・二七市通り","5.5","12.8","-1.0","0.0","8.9"
"2024/12/11","1193","148","189","856","18","67","84","83","66","18","1","0","856","5","21","32","38","37","14","1","0","0","13","46","52","45","29","4","0","0","0","0","0","0","0","0","0","0","0","856","【12/10～ 1/9開催】藤原印刷 自分で本をつくる展 - 本をつくることは、意外と近くに -","乙川河川緑地|康生通り・連尺通り・二七市通り","6.6","12.2","0.8","0.0","3.6"
"2024/12/12","1160","123","193","844","16","67","93","70","51","19","0","0","844","7","17","35","27","24","13","0","0","0","9","50","58","43","27","6","0","0","0","0","0","0","0","0","0","0","0","844","【12/10～ 1/9開催】藤原印刷 自分で本をつくる展 - 本をつくることは、意外と近くに -","乙川河川緑地|康生通り・連尺通り・二七市通り","5.8","10.6","-0.1","0.0","9.1"
"2024/12/13","1344","119","185","1040","26","62","100","61","38","17","0","0","1040","9","16","33","30","18","13","0","0","0","17","46","67","31","20","4","0","0","0","0","0","0","0","0","0","0","0","1040","【12/10～ 1/9開催】藤原印刷 自分で本をつくる展 - 本をつくることは、意外と近くに -","乙川河川緑地|康生通り・連尺通り・二七市通り","5.2","11.6","-0.9","0.0","3.6"
"2024/12/14","1634","212","291","1131","29","90","172","129","62","21","0","0","1131","12","36","67","55","27","15","0","0","0","17","54","105","74","35","6","0","0","0","0","0","0","0","0","0","0","0","1131","【12/14、12/15開催】VEHICLE STYLE in OTOGAWA RIVER|【12/14、12/15開催】SOUL FOOD JAM 特別企画『第三回 旨辛祭』|【12/10～ 1/9開催】藤原印刷 自分で本をつくる展 - 本をつくることは、意外と近くに -|【12/14、12/28開催】籠田公園清掃|【12/14開催】おとがわリバークリーンイベント","乙川河川緑地|康生通り・連尺通り・二七市通り|籠田公園","6.3","10.5","-0.1","0.0","8.9"
"2024/12/15","3298","361","611","2326","128","209","309","205","104","17","0","0","2326","41","66","108","84","49","13","0","0","0","87","143","201","121","55","4","0","0","0","0","0","0","0","0","0","0","0","2326","【12/14、12/15開催】VEHICLE STYLE in OTOGAWA RIVER|【12/14、12/15開催】SOUL FOOD JAM 特別企画『第三回 旨辛祭』|【12/10～ 1/9開催】藤原印刷 自分で本をつくる展 - 本をつくることは、意外と近くに -","乙川河川緑地|康生通り・連尺通り・二七市通り","4.1","9.8","-2.4","0.0","5.7"
"2024/12/16","1301","157","218","926","26","70","102","94","60","23","0","0","926","8","28","45","31","26","19","0","0","0","18","42","57","63","34","4","0","0","0","0","0","0","0","0","0","0","0","926","【12/10～ 1/9開催】藤原印刷 自分で本をつくる展 - 本をつくることは、意外と近くに -","乙川河川緑地|康生通り・連尺通り・二七市通り","5.6","11.6","0.5","0.0","7.1"
